Scheme_Code,Scheme_Name
102118,Tata Regular Savings Equity Fund - Regular Plan-Qrtly Dividend
119958,Tata Regular Savings Equity Fund- Direct Plan -Monthly Dividend
119959,Tata Regular Savings Equity Fund- Direct Plan -Quarterly Dividend
119960,Tata Regular Savings Equity Fund- Direct Plan- Growth
101906,Tata Regular Savings Equity Fund -Regular Plan-Growth
135817,Tata Resources & Energy Fund-Direct Plan-Dividend Payout
135816,Tata Resources & Energy Fund-Direct Plan-Dividend Reinvestment
135813,Tata Resources & Energy Fund-Direct Plan-Growth
135814,Tata Resources & Energy Fund-Regular Plan-Dividend Payout
135818,Tata Resources & Energy Fund-Regular Plan-Dividend Reinvestment
135815,Tata Resources & Energy Fund-Regular Plan-Growth
115942,Tata Retirement Savings Fund -Regular Plan -Progressive -Growth
115943,Tata Retirement Savings Fund Moderate -Regular Plan (Growth)
119255,Tata Retirement Savings Fund Moderate -Direct Plan Growth
119251,Tata Retirement Savings Fund-Direct Plan Growth
106130,Tata Corporate Bond Fund -Regular Plan  -  Daily Dividend
116516,Tata Corporate Bond Fund Retail Investment Plan Daily Dividend Option
106128,Tata Corporate Bond Fund Retail Investment Plan Growth
106123,Tata Corporate Bond Fund Retail Investment Plan Monthly Dividend
119102,Tata Corporate Bond Fund- Direct Plan-Daily Dividend
119104,Tata Corporate Bond Fund- Direct Plan-Growth
119105,Tata Corporate Bond Fund- Direct Plan-Monthly Dividend
119103,Tata Corporate Bond Fund- Direct Plan-Weekly Dividend
106129,Tata Corporate Bond Fund -Regular Plan -  Growth
106131,Tata Corporate Bond Fund-Regular Plan - Weekly Dividend
106132,Tata Corporate Bond Fund -Regular Plan -  Monthly Dividend
102031,Tata Dynamic Bond Fund B - Dividend
101910,Tata Dynamic Bond Fund B - Growth
101909,Tata Dynamic Bond Fund Regular Plan - Growth
101224,Tata Dynamic Bond Fund Regular Plan - Dividend
119098,Tata Dynamic Bond Fund- Direct Plan-Bonus/Dividend
119097,Tata Dynamic Bond Fund- Direct Plan-Growth
119879,Tata Long Term Debt Fund - Direct Plan - Bonus
119876,Tata Long Term Debt Fund - Direct Plan - Growth
119877,Tata Long Term Debt Fund - Direct Plan - Half Yearly Dividend
119875,Tata Long Term Debt Fund - Direct Plan - Periodic Dividend
119873,Tata Long Term Debt Fund - Direct Plan - Quartelry Dividend Plan
101186,Tata Long Term Debt Fund - Regular Plan  - Periodic Dividend
101419,Tata Long Term Debt Fund - Regular Plan  -Bonus
100418,Tata Long Term Debt Fund -Regular Plan  - Growth
100417,Tata Long Term Debt Fund - Regular Plan - Half Yearly Dividend
100416,Tata Long Term Debt Fund - Regular Plan - Quarterly Dividend
101605,Tata Medium Term Fund Regular Plan -  Bonus/Dividend
101704,Tata Medium Term Fund B - Growth Option
101606,Tata Medium Term Fund B - Income / Bonus Option
101703,Tata Medium Term Fund Regular Plan - Growth
119127,Tata Medium Term Fund- Direct Plan- Growth
119126,Tata Medium Term Fund- Direct Plan-Bonus/Dividend
115944,Tata Retirement Savings Fund Regular Plan-Conservative Plan (Growth)
119256,Tata Retirement Savings Fund Conservative-Direct Plan Growth
119950,Tata Short Term Bond Fund - Direct Plan - Dividend/Bonus
119949,Tata Short Term Bond Fund - Direct Plan - Growth
133974,Tata Short Term Bond Fund- Direct Plan - Periodic Dividend Option
101547,Tata Short Term Bond Fund - Regular Plan-Fortnightly Dividend Option
133975,Tata Short Term Bond Fund- Regular A- Periodic Dividend Option
101548,Tata Short Term Bond Fund -Regular Plan- Growth Option
106136,Tata Treasury Manager Fund Super High Investment Plan Growth
103160,Tata Ultra Short Term Fund- Regular Plan - Daily Dividend
119864,Tata Ultra Short Term Fund - Direct Plan - Daily Dividend
119863,Tata Ultra Short Term Fund - Direct Plan - Growth
119957,Tata Ultra Short Term Fund - Direct Plan - Periodic Dividend
119865,Tata Ultra Short Term Fund - Direct Plan - Weekly Dividend
103159,Tata Ultra Short Term Fund - Regular Plan  - Growth
103158,Tata Ultra Short Term Fund -Regular Plan - Weekly Dividend
115464,Tata Ultra Short Term Fund - Regular Plan  - Periodic Dividend Option
101847,Tata Liquid Fund-Regular Plan  -  Growth
119424,Tata Liquid Fund- Direct Plan- Growth
119423,Tata Liquid Fund- Direct Plan- Monthly Dividend
119422,Tata Liquid Fund- Direct Plan- Weekly Dividend
119421,Tata Liquid Fund- Direct Plan-Daily Dividend
101987,Tata Liquid Fund Reglar Plan - Monthly Dividend
101986,Tata Liquid Fund-Regular Plan  -  Daily Dividend
101861,Tata Liquid Fund-Regular Plan  - Weekly Dividend
101984,Tata Liquid High Investment Plan - Daily
101860,Tata Liquid High Investment Plan - Growth
101985,Tata Liquid High Investment Plan - Monthly
101859,Tata Liquid High Investment Plan - Weekly
101982,Tata Liquid Retail Investment PLan - Daily
101983,Tata Liquid Retail Investment Plan - Fortnightly
101858,Tata Liquid Retail Investment Plan - Growth
101714,Tata Money Market Fund Regular Plan  - Daily Dividend
102672,Tata Money Market Fund -Regular Plan  -  Growth
102152,Tata Money Market Fund Regular (Bonus / Dividend)
102153,Tata Money Market Fund Regular (Growth)
119862,Tata Money Market Fund- Direct Plan-Daily Dividend
119861,Tata Money Market Fund- Direct Plan-Growth
111779,Tata Infrastructure Tax Saving Fund - Dividend
111778,Tata Infrastructure Tax Saving Fund - Growth
127405,Tata Dual Advantage Fund -Scheme B Direct Plan Dividend(Payout)
127407,Tata Dual Advantage Fund -Scheme B Direct Plan Growth
127406,Tata Dual Advantage Fund -Scheme B Plan A Dividend(Payout)
127404,Tata Dual Advantage Fund -Scheme B Plan A Growth
130201,Tata Dual Advantage Fund Scheme C -Direct Plan-Dividend(Payout)
130202,Tata Dual Advantage Fund Scheme C-Direct Plan-Growth
130203,Tata Dual Advantage Fund Scheme C-Plan A-Dividend(Payout)
130204,Tata Dual Advantage Fund Scheme C-Plan A-Growth
131046,Tata Dual Advantage Fund Series 2 Scheme A -Direct Plan Growth Option
131044,Tata Dual Advantage Fund Series 2 Scheme A-Direct Plan Dividend(Payout) Option
131045,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Dividend(Payout) Option
131043,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Growth Option
133018,Tata Dual Advantage Fund Series 2 Scheme B Direct Plan Dividend Payout
133017,Tata Dual Advantage Fund Series 2 Scheme B Direct Plan Growth
133016,Tata Dual Advantage Fund Series 2 Scheme B Plan A Dividend Payout
133007,Tata Dual Advantage Fund Series 2 Scheme B Plan A Growth
133511,Tata Dual Advantage Fund Series 2 Scheme C Direct Plan Dividend Payout
133512,Tata Dual Advantage Fund Series 2 Scheme C Direct Plan Growth
133510,Tata Dual Advantage Fund Series 2 Scheme C Plan A Dividend Payout
133509,Tata Dual Advantage Fund Series 2 Scheme C Plan A Growth
134011,Tata Dual Advantage Fund Series 3 Scheme A Direct Plan Dividend Payout
134009,Tata Dual Advantage Fund Series 3 Scheme A Direct Plan Growth
134010,Tata Dual Advantage Fund Series 3 Scheme A Plan A Dividend Payout
134012,Tata Dual Advantage Fund Series 3 Scheme A Plan A Growth
124616,Tata FMP Series 44 Scheme D - Direct Plan -Growth Option
124615,Tata FMP Series 44 Scheme D- Plan A -Growth Option
125840,Tata FMP Series 46 Scheme D - Direct Plan -Growth Option
125842,Tata FMP Series 46 Scheme D- Plan A -Growth Option
126699,Tata FMP Series 46 Scheme K - Direct Plan -Growth Option
126698,Tata FMP Series 46 Scheme K - Plan A -Dividend Option ( Payout)
126697,Tata FMP Series 46 Scheme K- Plan A -Growth Option
126967,Tata FMP Series 46 Scheme M - Direct Plan - Dividend Option ( Payout)
126970,Tata FMP Series 46 Scheme M - Direct Plan -Growth Option
126969,Tata FMP Series 46 Scheme M - Plan A -Dividend Option ( Payout)
126968,Tata FMP Series 46 Scheme M - Plan A -Growth Option
126973,Tata FMP Series 46 Scheme N - Direct Plan -Growth Option
126972,Tata FMP Series 46 Scheme N - Plan A -Dividend Option ( Payout)
126971,Tata FMP Series 46 Scheme N - Plan A -Growth Option
127500,Tata FMP Series 46 Scheme P - Direct Plan -Growth Option
127499,Tata FMP Series 46 Scheme P - Plan A -Dividend Option ( Payout)
127498,Tata FMP Series 46 Scheme P - Plan A -Growth Option
127874,Tata FMP Series 46 Scheme Q - Direct Plan - Dividend Option ( Payout)
127872,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option
127873,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout)
127871,Tata FMP Series 46 Scheme Q - Plan A -Growth Option
128301,Tata FMP Series 46 Scheme R - Direct Plan - Dividend Option ( Payout)
128300,Tata FMP Series 46 Scheme R - Direct Plan -Growth Option
128299,Tata FMP Series 46 Scheme R - Plan A -Dividend Option ( Payout)
128302,Tata FMP Series 46 Scheme R - Plan A -Growth Option
128312,Tata FMP Series 46 Scheme S - Direct Plan - Dividend Option ( Payout)
128311,Tata FMP Series 46 Scheme S - Direct Plan -Growth Option
128309,Tata FMP Series 46 Scheme S - Plan A -Growth Option
127299,Tata FMP Series 46 Scheme T - Direct Plan -Growth Option
127296,Tata FMP Series 46 Scheme T - Plan A -Growth Option
128392,Tata Fixed Maturity Plan Series 47 Scheme A -Direct Plan-Growth
128394,Tata Fixed Maturity Plan Series 47 Scheme A -Plan A -Dividend Payout
128395,Tata Fixed Maturity Plan Series 47 Scheme A -Plan A -Growth
128398,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Dividend Payout
128396,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Growth
128399,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Dividend Payout
128397,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Growth
128400,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Dividend Payout
128402,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Growth
128403,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Dividend Payout
128401,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Growth
128829,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Growth
128828,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Dividend Payout
128830,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Growth
129703,Tata FMP Series 47 Scheme M- Plan A -Dividend Option(Payout)
129701,Tata FMP Series 47 Scheme M-Direct Plan-Growth
129704,Tata FMP Series 47 Scheme M-Plan A-Growth
129843,Tata FMP Series 47 Scheme N-Direct Plan-Growth Option
129842,Tata FMP Series 47 Scheme N-Plan A -Dividend Option
129841,Tata FMP Series 47 Scheme N-Plan A -Growth Option
129044,Tata FMP Series 47 Scheme F - Direct Plan -Growth Option
129043,Tata FMP Series 47 Scheme F - Plan A -Dividend Option ( Payout)
129042,Tata FMP Series 47 Scheme F - Plan A -Growth Option
129218,Tata FMP Series 47 Scheme H - Direct Plan -Growth Option
129217,Tata FMP Series 47 Scheme H - Plan A -Dividend Option ( Payout)
129216,Tata FMP Series 47 Scheme H - Plan A -Growth Option
128980,Tata FMP Series 47 Scheme J - Direct Plan - Dividend Option ( Payout)
128983,Tata FMP Series 47 Scheme J - Direct Plan -Growth Option
128982,Tata FMP Series 47 Scheme J - Plan A -Dividend Option ( Payout)
128981,Tata FMP Series 47 Scheme J - Plan A -Growth Option
129378,Tata FMP Series 47 Scheme I-Direct Plan-Growth
129379,Tata FMP Series 47 Scheme I-Plan A -Dividend Option(Payout)
129380,Tata FMP Series 47 Scheme I-Plan A -Growth
129377,Tata FMP Series 47Scheme I-Direct Plan-Dividend Plan-Dividend Option(Payout)
118867,Taurus Tax Shield-Direct Plan-Dividend Option
118866,Taurus Tax Shield-Direct Plan-Growth Option
108402,Taurus Tax Shield-Dividend Option
100480,Taurus Tax Shield-Growth Option
117313,Taurus Banking & Financial Services Fund - Dividend Option
117312,Taurus Banking & Financial Services Fund - Growth Option
118869,Taurus Banking & Financial Services Fund-Direct Plan-Dividend Option
118868,Taurus Banking & Financial Services Fund-Direct Plan-Growth Option
118871,Taurus Bonanza Fund-Direct Plan-Dividend Option
118870,Taurus Bonanza Fund-Direct Plan-Growth Option
108403,Taurus Bonanza Fund-Dividend Option
101209,Taurus Bonanza Fund-Growth Option
111642,Taurus Discovery Fund - Divided Option
100477,Taurus Discovery Fund - Growth Option
118873,Taurus Discovery Fund-Direct Plan-Dividend Option
118872,Taurus Discovery Fund-Direct Plan-Growth Option
111903,Taurus Ethical Fund - Bonus Option
111788,Taurus Ethical Fund - Dividend Option
111787,Taurus Ethical Fund - Growth Option
118878,Taurus Ethical Fund-Direct Plan-Bonus Option
118877,Taurus Ethical Fund-Direct Plan-Dividend Option
118876,Taurus Ethical Fund-Direct Plan-Growth Option
105418,Taurus Infrastructure Fund -Dividend Option
105417,Taurus Infrastructure Fund -Growth Option
118880,Taurus Infrastructure Fund-Direct Plan-Dividend Option
118879,Taurus Infrastructure Fund-Direct Plan-Growth Option
112949,Taurus Nifty Index Fund - Dividend Option
112948,Taurus Nifty Index Fund - Growth Option
118882,Taurus Nifty Index Fund-Direct Plan-Dividend Option
118881,Taurus Nifty Index Fund-Direct Plan-Growth Option
111640,Taurus Starshare Dividend Option
100476,Taurus Starshare Growth Option
118884,Taurus Starshare-Direct Plan-Dividend Option
118883,Taurus Starshare-Direct Plan-Growth Option
114538,Taurus Dynamic Income Fund - Dividend Option
114537,Taurus Dynamic Income Fund - Growth Option
118875,Taurus Dynamic Income Fund-Direct Plan-Dividend Option
118874,Taurus Dynamic Income Fund-Direct Plan-Growth Option
118890,Taurus Short Term Income Fund-Direct Plan-Dividend Option
118889,Taurus Short Term Income Fund-Direct Plan-Growth Option
101113,Taurus Short Term Income Fund-Dividend Option
101114,Taurus Short Term Income Fund-Growth Option
111438,Taurus Ultra Short Term Bond  Fund - Retail Weekly Div
111441,Taurus Ultra Short Term Bond Fund - Institutional Daily Div
111437,Taurus Ultra Short Term Bond Fund - Retails Daily Div
111435,Taurus Ultra Short Term Bond Fund - RG
111445,Taurus Ultra Short Term Bond Fund - SI Daily Dividend
111443,Taurus Ultra Short Term Bond Fund - SI Growth
111446,Taurus Ultra Short Term Bond Fund - SI Weekly Dividend
118895,Taurus Ultra Short Term Bond Fund-Direct Plan-Super Inst Daily Dividend Option
118894,Taurus Ultra Short Term Bond Fund-Direct Plan-Super Inst Growth Option
118896,Taurus Ultra Short Term Bond Fund-Direct Plan-Super Inst Weekly Dividend Option
140079,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan
111760,Taurus Liquid Fund Insti Growth
111915,Taurus Liquid Fund S I Growth Plan
113248,Taurus Liquid Fund S I Weekly DIV
111703,Taurus Liquid Fund Super Insti Daily Div
118891,Taurus Liquid Fund-Direct Plan-Super Insti Daily Div
118893,Taurus Liquid Fund-Direct Plan-Super Insti Growth Option
118892,Taurus Liquid Fund-Direct Plan-Super Insti Weekly Div
104240,Taurus Liquid Fund-Dividend
104241,Taurus Liquid Fund-Growth
139619,Taurus Investor Education Pool - Unclaimed Dividend - Growth
139618,Taurus Investor Education Pool - Unclaimed Redemption - Growth
139616,Taurus Unclaimed Dividend - Growth
139617,Taurus Unclaimed Redemption - Growth
119328,Union Asset Allocation Fund - Moderate Plan - Direct Plan - Dividend Option
119327,Union Asset Allocation Fund - Moderate Plan - Direct Plan - Growth Option
117394,Union Asset Allocation Fund - Moderate Plan - Dividend Option
117393,Union Asset Allocation Fund - Moderate Plan - Growth Option
119306,Union Tax Saver Scheme - Direct Plan - Dividend Option
119307,Union Tax Saver Scheme - Direct Plan - Growth Option
116052,Union Tax Saver Scheme - Dividend Option
116051,Union Tax Saver Scheme - Growth Option
119293,Union Equity Fund - Direct Plan - Dividend Option
119292,Union Equity Fund - Direct Plan - Growth Option
115290,Union Equity Fund - Dividend Option
115270,Union Equity Fund - Growth Option
129646,Union Small and Midcap Fund - Direct Plan - Dividend Option
129649,Union Small and Midcap Fund - Direct Plan - Growth Option
129648,Union Small and Midcap Fund - Regular Plan - Dividend Option
129647,Union Small and Midcap Fund - Regular Plan - Growth Option
119310,Union Dynamic Bond Fund - Direct Plan - Dividend Option
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option
116556,Union Dynamic Bond Fund - Dividend Option
116555,Union Dynamic Bond Fund - Growth Option
117282,Union Ultra Short Term Debt Fund - Daily Dividend Option
119320,Union Ultra Short Term Debt Fund - Direct Plan - Daily Dividend Option
119322,Union Ultra Short Term Debt Fund - Direct Plan - Fortnightly Dividend Option
119318,Union Ultra Short Term Debt Fund - Direct Plan - Growth Option
119319,Union Ultra Short Term Debt Fund - Direct Plan - Monthly Dividend Option
119321,Union Ultra Short Term Debt Fund - Direct Plan - Weekly Dividend Option
117280,Union Ultra Short Term Debt Fund - Fortnightly Dividend Option
117281,Union Ultra Short Term Debt Fund - Growth Option
117283,Union Ultra Short Term Debt Fund - Monthly Dividend Option
117284,Union Ultra Short Term Debt Fund - Weekly Dividend Option
115401,Union Liquid Fund - Daily Dividend Option
119301,Union Liquid Fund - Direct Plan - Daily Dividend Option
119305,Union Liquid Fund - Direct Plan - Fortnightly Dividend Option
119303,Union Liquid Fund - Direct Plan - Growth Option
119302,Union Liquid Fund - Direct Plan - Monthly Dividend Option
119304,Union Liquid Fund - Direct Plan - Weekly Dividend Option
115399,Union Liquid Fund - Fortnightly Dividend Option
115398,Union Liquid Fund - Growth Option
115400,Union Liquid Fund - Monthly Dividend Option
115402,Union Liquid Fund - Weekly Dividend Option
133834,Union Trigger Fund - Series 2 - Direct Plan - Growth Option
133835,Union Trigger Fund - Series 2 - Regular Plan - Growth Option
126347,Union Capital Protection Oriented Fund - Series 5 - Direct Plan - Dividend Option
126346,Union Capital Protection Oriented Fund - Series 5 - Direct Plan - Growth Option
126349,Union Capital Protection Oriented Fund - Series 5 - Regular Plan - Dividend Option
126348,Union Capital Protection Oriented Fund - Series 5 - Regular Plan - Growth Option
134170,Union Capital Protection Oriented Fund - Series 6 - Direct Plan - Dividend Option
134171,Union Capital Protection Oriented Fund - Series 6 - Direct Plan - Growth Option
134169,Union Capital Protection Oriented Fund - Series 6 - Regular Plan - Growth Option
140558,Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Dividend Option
140557,Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Growth Option
140555,Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Dividend Option
140556,Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Growth Option
100684,UTI - Balanced Fund-Growth
120674,UTI - Balanced Fund-Growth - Direct
100685,UTI - Balanced Fund-Income
120673,UTI - Balanced Fund-Income - Direct
101662,UTI - Variable Investment Scheme-Growth Option
101661,UTI - Variable Investment Scheme-Income Option
120715,UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option
100820,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Dividend Option
100821,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option
120714,UTI - Long Term Equity fund (Tax Saving) Direct Plan - Dividend Option
134484,UTI - Floating Rate STP - Annual Div Option
139568,UTI - Floating Rate STP - Direct Plan - Annual Div Option
131511,UTI - Floating Rate STP - Fortnightly Div Option
134799,UTI - Floating Rate STP - Half Yearly Div Option
112083,UTI - FLOATING RATE STP - INSTN GROWTH OPTION
112082,UTI - FLOATING RATE STP - INSTN PLAN - PERIODIC DIVIDEND OPTION
131445,UTI - Floating Rate STP - Monthly Div Option
131444,UTI - Floating Rate STP - Monthly Div Option - Direct
133873,UTI - Floating Rate STP - Quarterly Div Option
133059,UTI - Floating Rate STP - Quarterly Div Option - Direct
121891,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option)
121892,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option) - DIRECT
109501,UTI - FLOATING RATE STP-DAILY DIVIDEND
120744,UTI - FLOATING RATE STP-DAILY DIVIDEND-Direct
102531,UTI - FLOATING RATE STP-DIVIDEND
102532,UTI - FLOATING RATE STP-GROWTH
120746,UTI - FLOATING RATE STP-GROWTH-direct
120745,UTI - FLOATING RATE STP-Weekly Dividend- Direct
100812,UTI - G-Sec Fund-Growth
100811,UTI - G-Sec Fund-Income
124265,UTI - G-Sec Fund-STP Daily Div Option
100814,UTI - G-Sec Fund-STP Growth
120785,UTI - G-Sec Fund-STP Growth- Direct
100813,UTI - G-Sec Fund-STP Periodic Div Option
120786,UTI - G-Sec Fund-STP Periodic Div Option - Direct
102513,UTI - GILT ADVANTAGE-LONG TERM PF-( PRESCRIBED APPRECIATION AUTO REDEMPTION
102511,UTI - GILT ADVANTAGE-LONG TERM PF-DIVIDEND
102512,UTI - GILT ADVANTAGE-LONG TERM PF-GROWTH
102514,UTI - GILT ADVANTAGE-LONG TERM PF-PRESCRIBED DATE AUTO REDEMPTION
102509,UTI - GILT ADVANTAGE-LONG TERM-DIVIDEND
120791,UTI - GILT ADVANTAGE-LONG TERM-DIVIDEND- Direct
102510,UTI - GILT ADVANTAGE-LONG TERM-GROWTH
120792,UTI - GILT ADVANTAGE-LONG TERM-GROWTH- Direct
105463,UTI GOLD Exchange Traded Fund
100669,UTI - Equity Fund-Growth Option
120662,UTI - Equity Fund-Growth Option - Direct
100668,UTI - Equity Fund-Income Option
120663,UTI - Equity Fund-Income Option - Direct
100712,UTI - INDEX SELECT FUND-Growth Option
100711,UTI - INDEX SELECT FUND-Income Option
100651,UTI - Master Share-Growth Option
120656,UTI - Master Share-Growth Option - Direct
100650,UTI - Master Share-Income Option
120657,UTI - Master Share-Income Option - Direct
100740,UTI - MNC Fund (UGS 10000)-Growth Option
120682,UTI - MNC Fund (UGS 10000)-Growth Option - Direct
100739,UTI - MNC Fund (UGS 10000)-Income Option
120681,UTI - MNC Fund (UGS 10000)-Income Option- Direct
100822,UTI - NIFTY Index Fund-Growth Option
120716,UTI - NIFTY Index Fund-Growth Option- Direct
100823,UTI - NIFTY Index Fund-Income Option
120717,UTI - NIFTY Index Fund-Income Option- Direct
100664,UTI - TOP 100 Fund- Growth Option
120665,UTI - TOP 100 Fund- Growth Option - Direct
100663,UTI - TOP 100 Fund-Income Option
120664,UTI - TOP 100 Fund-Income Option - Direct
111602,UTI - Wealth Builder Fund - Dividend Option
120761,UTI - Wealth Builder Fund - Dividend Option-Direct
111599,UTI - Wealth Builder Fund - Growth Option
120760,UTI - Wealth Builder Fund - Growth Option-Direct
102401,UTI Banking Sector Fund-Growth Option
120733,UTI Banking Sector Fund-Growth Option- Direct
102402,UTI Banking Sector Fund-Income Option
120732,UTI Banking Sector Fund-Income Option-Direct
120756,UTI Bluechip Flexicap Fund - Direct Plan - Dividend Option
120757,UTI Bluechip Flexicap Fund - Direct Plan - Growth Option
103455,UTI Bluechip Flexicap Fund - Regular Plan - Dividend Option
103457,UTI Bluechip Flexicap Fund - Regular Plan - Growth option
102267,UTI CCP Advantage Fund - Growth
120724,UTI CCP Advantage Fund - Growth- Direct
102266,UTI CCP Advantage Fund - Income
120725,UTI CCP Advantage Fund - Income- Direct
100805,UTI Energy Fund-Growth Option
120770,UTI Energy Fund-Growth Option-Direct
100804,UTI Energy Fund-Income Option
120769,UTI Energy Fund-Income Option-Direct
100807,UTI Pharma & Healthcare Fund-Growth Option
120782,UTI Pharma & Healthcare Fund-Growth Option- Direct
100806,UTI Pharma & Healthcare Fund-Income Option
120783,UTI Pharma & Healthcare Fund-Income Option-Direct
102395,UTI Infrastructure Fund-Growth Option
120728,UTI Infrastructure Fund-Growth Option- Direct
102396,UTI Infrastructure Fund-Income Option
120729,UTI Infrastructure Fund-Income Option- Direct
102394,UTI Mid Cap Fund-Growth Option
120726,UTI Mid Cap Fund-Growth Option- Direct
102393,UTI Mid Cap Fund-Income Option
120727,UTI Mid Cap Fund-Income Option- Direct
131161,UTI Multi Cap Fund - Dividend Option
131162,UTI Multi Cap Fund - Dividend Option - Direct
131163,UTI Multi Cap Fund - Growth Option
131164,UTI Multi Cap Fund - Growth Option - Direct
103097,UTI Opportunities Fund-Dividend Option
120752,UTI Opportunities Fund-Dividend Option-Direct
103098,UTI Opportunities Fund-Growth Option
120751,UTI Opportunities Fund-Growth Option-Direct
104074,UTI Spread Fund - Dividend Option
120796,UTI Spread Fund - Dividend Option- Direct
104075,UTI Spread Fund - Growth Option
120795,UTI Spread Fund - Growth Option- Direct
103026,UTI-Dividend Yield Fund.-Growth
120749,UTI-Dividend Yield Fund.-Growth-Direct
103025,UTI-Dividend Yield Fund.-Income
120750,UTI-Dividend Yield Fund.-Income-Direct
102397,UTI-Transportation and Logistics Fund-Income Option
120730,UTI-Transportation and Logistics Fund-Income Option- Direct
102398,UTI-Transpotation and Logistics  Fund-Growth Option
120731,UTI-Transpotation and Logistics  Fund-Growth Option- Direct
100648,UTI - CRTS 81 - Dividend Option
120787,UTI - CRTS 81 - Dividend Option- Direct
104588,UTI - CRTS 81 - Growth Option
120788,UTI - CRTS 81 - Growth Option- Direct
101608,UTI - MIS-Growth
120776,UTI - MIS-Growth-Direct
101607,UTI - MIS-Income
120775,UTI - MIS-Income-Direct
102534,UTI - MIS-ADVANTAGE-FLEXI DIVIDEND
120789,UTI - MIS-ADVANTAGE-FLEXI DIVIDEND- Direct
102535,UTI - MIS-ADVANTAGE-GROWTH
120779,UTI - MIS-ADVANTAGE-GROWTH-Direct
102536,UTI - MIS-ADVANTAGE-MONTHLY DIVIDEND
120778,UTI - MIS-ADVANTAGE-MONTHLY DIVIDEND-Direct
102533,UTI - MIS-ADVANTAGE-MONTHLY PAYMENT
120790,UTI - MIS-ADVANTAGE-MONTHLY PAYMENT- Direct
100682,UTI - Retirement Benefit Pension Fund
120766,UTI - Retirement Benefit Pension Fund- Direct
134517,UTI - Short Term Income Fund - Annual Div Option
135497,UTI - Short Term Income Fund - Annual Div Option - Direct
106383,UTI - Short Term Income Fund - Dividend Option
106384,UTI - Short Term Income Fund - Growth Option
131424,UTI - Short Term Income Fund - Half Yearly Div Option
131425,UTI - Short Term Income Fund - Half Yearly Div Option - Direct
131547,UTI - Short Term Income Fund - Monthly Div Option
131548,UTI - Short Term Income Fund - Monthly Div Option - Direct
125045,UTI - Short Term Income Fund -Institutional Flexi Div Option
124962,UTI - Short Term Income Fund -Institutional Flexi Div Option - Direct
106624,UTI - Short Term Income Fund -Institutional Growth Option
120718,UTI - Short Term Income Fund -Institutional Growth Option- Direct
106980,UTI - Short Term Income Fund -Quarterly Div Option
120719,UTI - Short Term Income Fund -Quarterly Div Option - Direct
100646,UTI - Unit Linked Insurance Plan
120784,UTI - Unit Linked Insurance Plan- Direct
134998,UTI Bond Fund  - Half Yearly Div Option - Direct
133869,UTI Bond Fund - Annual Div Option
139339,UTI Bond Fund - Direct Plan - Annual Div Option
133872,UTI Bond Fund - Flexi Dividend Option
133280,UTI Bond Fund - Flexi Dividend Option - Direct
135581,UTI Bond Fund - Half Yearly Div Option
120690,UTI Bond Fund- Quarterly Div Option - Direct
100741,UTI Bond Fund-Growth (for rep. After 6 months- No Load)
120689,UTI Bond Fund-Growth - Direct
100742,UTI Bond Fund-Quarterly Div Option
100678,UTI C C BALANCED FUND
120771,UTI C C BALANCED FUND-Direct
135536,UTI Dynamic Bond Fund - Direct Plan - Annual Div Option
120763,UTI Dynamic Bond Fund - Direct Plan - Dividend Option
133180,UTI Dynamic Bond Fund - Direct Plan - Flexi Dividend Option
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option
134788,UTI Dynamic Bond Fund - Direct Plan - Half Yearly Div Option
133852,UTI Dynamic Bond Fund - Regular Plan - Annual Div Option
135336,UTI Dynamic Bond Fund - Regular Plan - Flexi Div Option
113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option
139181,UTI Dynamic Bond Fund - Regular Plan - Half Yearly Div Option
113078,UTI Dynamic Bond Fund - Regular Plan - Quarterly Div Option
