Scheme_Code,Scheme_Name
139310,HDFC DAF - II - 1111D April 2016 - Direct Option - Growth option
139307,HDFC DAF - II - 1111D April 2016 - Regular Option - Dividend option
139309,HDFC DAF - II - 1111D April 2016 - Regular Option - Growth option
136106,HDFC DAF - II - 1160D January 2016 - Direct Option - Dividend Option
136107,HDFC DAF - II - 1160D January 2016 - Direct Option - Growth Option
136108,HDFC DAF - II - 1160D January 2016 - Regular Option - Dividend Option
136109,HDFC DAF - II - 1160D January 2016 - Regular Option - Growth Option
140144,HDFC DAF - III - 1224D November 2016 - Direct Option -  Dividend Option
140145,HDFC DAF - III - 1224D November 2016 - Direct Option - Growth Option
140146,HDFC DAF - III - 1224D November 2016 - Regular Option -  Dividend Option
140147,HDFC DAF - III - 1224D November 2016 - Regular Option -  Growth Option
140015,HDFC DAF - III - 1267D October 2016 - Direct Option -  Dividend Option
140017,HDFC DAF - III - 1267D October 2016 - Direct Option - Growth Option
140016,HDFC DAF - III - 1267D October 2016 - Regular Option -  Dividend Option
140018,HDFC DAF - III - 1267D October 2016 - Regular Option - Growth Option
139756,HDFC DAF - lll - 1304D August 2016 - Direct Option - Dividend Option
139757,HDFC DAF - lll - 1304D August 2016 - Direct Option - Growth Option
139755,HDFC DAF - lll - 1304D August 2016 - Regular Option - Dividend Option
139758,HDFC DAF - lll - 1304D August 2016 - Regular Option - Growth Option
127075,HDFC DEBT FUND FOR CANCER CURE 2014 - Direct Plan
127074,HDFC DEBT FUND FOR CANCER CURE 2014 - Regular Plan
123412,HDFC FMP 1001D August 2013 (1)-Direct Option-Dividend Option
123414,HDFC FMP 1001D August 2013 (1)-Direct Option-Growth Option
123415,HDFC FMP 1001D August 2013 (1)-Direct Option-Quarterly Dividend Option
123410,HDFC FMP 1001D August 2013 (1)-Regular Option-Dividend Option
123416,HDFC FMP 1001D August 2013 (1)-Regular Option-Flexi Option
123409,HDFC FMP 1001D August 2013 (1)-Regular Option-Growth Option
123411,HDFC FMP 1001D August 2013 (1)-Regular Option-Quarterly Dividend Option
128737,HDFC FMP 1095D March 2014 (1) - Direct Option-Dividend Option
128735,HDFC FMP 1095D March 2014 (1) - Direct Option-Flexi Option
128738,HDFC FMP 1095D March 2014 (1) - Direct Option-Growth Option
128736,HDFC FMP 1095D March 2014 (1) - Direct Option-Quarterly Dividend Option
128739,HDFC FMP 1095D March 2014 (1) - Regular Option-Dividend Option
128740,HDFC FMP 1095D March 2014 (1) - Regular Option-Flexi Option
128741,HDFC FMP 1095D March 2014 (1) - Regular Option-Growth Option
128742,HDFC FMP 1095D March 2014 (1) - Regular Option-Quarterly Dividend Option
131189,HDFC FMP 1099D August 2014 (1) - Direct Option - Dividend Option
131183,HDFC FMP 1099D August 2014 (1) - Direct Option - Flexi Option
131184,HDFC FMP 1099D August 2014 (1) - Direct Option - Growth Option
131187,HDFC FMP 1099D August 2014 (1) - Direct Option - Quarterly Dividend Option
131188,HDFC FMP 1099D August 2014 (1) - Regular Option - Dividend Option
131190,HDFC FMP 1099D August 2014 (1) - Regular Option - Flexi Option
131185,HDFC FMP 1099D August 2014 (1) - Regular Option - Growth Option
131186,HDFC FMP 1099D August 2014 (1) - Regular Option - Quarterly Dividend Option
129167,HDFC FMP 1100D April 2014 (1)-Direct Option-Dividend Option
129168,HDFC FMP 1100D April 2014 (1)-Direct Option-Flexi Option
129169,HDFC FMP 1100D April 2014 (1)-Direct Option-Growth Option
129170,HDFC FMP 1100D April 2014 (1)-Direct Option-Quarterly Dividend Option
129171,HDFC FMP 1100D April 2014 (1)-Regular Option-Dividend Option
129172,HDFC FMP 1100D April 2014 (1)-Regular Option-Flexi Option
129173,HDFC FMP 1100D April 2014 (1)-Regular Option-Growth Option
129174,HDFC FMP 1100D April 2014 (1)-Regular Option-Quarterly Dividend Option
139283,HDFC FMP 1104D April 2016 (1) - Direct Option-Dividend Option
139284,HDFC FMP 1104D April 2016 (1) - Direct Option-Growth Option
139285,HDFC FMP 1104D April 2016 (1) - Direct Option-Quarterly Dividend Option
139286,HDFC FMP 1104D April 2016 (1) - Regular Option- Dividend Option
139288,HDFC FMP 1104D April 2016 (1) - Regular Option-Growth Option
139287,HDFC FMP 1104D April 2016 (1) - Regular Option-Quarterly Dividend Option
135956,HDFC FMP 1105D December 2015 (1) - Direct Option - Dividend Option
135953,HDFC FMP 1105D December 2015 (1) - Direct Option - Growth Option
135954,HDFC FMP 1105D December 2015 (1) - Direct Option - Quarterly Dividend Option
135952,HDFC FMP 1105D December 2015 (1) - Regular Option - Dividend Option
135957,HDFC FMP 1105D December 2015 (1) - Regular Option - Growth Option
135955,HDFC FMP 1105D December 2015 (1) - Regular Option - Quarterly Dividend Option
135530,HDFC FMP 1105D October 2015 (1)-Direct Option-Dividend Option
135531,HDFC FMP 1105D October 2015 (1)-Direct Option-Growth Option
135532,HDFC FMP 1105D October 2015 (1)-Direct Option-Quarterly Dividend Option
135533,HDFC FMP 1105D October 2015 (1)-Regular Option-Dividend Option
135534,HDFC FMP 1105D October 2015 (1)-Regular Option-Growth Option
135535,HDFC FMP 1105D October 2015 (1)-Regular Option-Quarterly Dividend Option
134603,HDFC FMP 1106D May 2015 (1)- Direct Option-Dividend Option
134608,HDFC FMP 1106D May 2015 (1)-Direct Option-Flexi Option
134607,HDFC FMP 1106D May 2015 (1)-Direct Option-Growth Option
134609,HDFC FMP 1106D May 2015 (1)-Direct Option-Quarterly Dividend Option
134604,HDFC FMP 1106D May 2015 (1)-Regular Option-Dividend Option
134610,HDFC FMP 1106D May 2015 (1)-Regular Option-Flexi Option
134605,HDFC FMP 1106D May 2015 (1)-Regular Option-Growth Option
134606,HDFC FMP 1106D May 2015 (1)-Regular Option-Quarterly Dividend Option
133371,HDFC FMP 1107D December 2014 (1) - Direct Option - Dividend Option
133374,HDFC FMP 1107D December 2014 (1) - Direct Option - Quarterly Dividend Option
133375,HDFC FMP 1107D December 2014 (1) - Regular Option - Dividend Option
133376,HDFC FMP 1107D December 2014 (1) - Regular Option - Flexi Option
133377,HDFC FMP 1107D December 2014 (1) - Regular Option - Growth Option
133378,HDFC FMP 1107D December 2014 (1) - Regular Option - Quarterly Dividend Option
133373,HDFC FMP 1107D December 2014 (1) -Direct Option - Growth Option
139192,HDFC FMP 1107D March 2016 (1) - Direct Option - Dividend Option
139193,HDFC FMP 1107D March 2016 (1) - Direct Option - Growth Option
139197,HDFC FMP 1107D March 2016 (1) - Direct Option - Quarterly Dividend Option
139194,HDFC FMP 1107D March 2016 (1) - Regular Option - Dividend Option
139196,HDFC FMP 1107D March 2016 (1) - Regular Option - Growth Option
139195,HDFC FMP 1107D March 2016 (1) - Regular Option - Quarterly Dividend Option
122587,HDFC FMP 1107D May 2013 (1)-Direct Option-Dividend Option
122589,HDFC FMP 1107D May 2013 (1)-Direct Option-Flexi Option
122586,HDFC FMP 1107D May 2013 (1)-Direct Option-Growth Option
122588,HDFC FMP 1107D May 2013 (1)-Direct Option-Quarterly Dividend Option
122583,HDFC FMP 1107D May 2013 (1)-Regular Option-Dividend Option
122584,HDFC FMP 1107D May 2013 (1)-Regular Option-Flexi Option
122582,HDFC FMP 1107D May 2013 (1)-Regular Option-Growth Option
122585,HDFC FMP 1107D May 2013 (1)-Regular Option-Quarterly Dividend Option
132930,HDFC FMP 1107D October 2014 (1)-Direct Option-Dividend Option
132927,HDFC FMP 1107D October 2014 (1)-Direct Option-Growth Option
132928,HDFC FMP 1107D October 2014 (1)-Direct Option-Quarterly Dividend Option
132926,HDFC FMP 1107D October 2014 (1)-Regular Option-Dividend Option
132932,HDFC FMP 1107D October 2014 (1)-Regular Option-Flexi Option
132925,HDFC FMP 1107D October 2014 (1)-Regular Option-Growth Option
132931,HDFC FMP 1107D October 2014 (1)-Regular Option-Quarterly Dividend Option
135413,HDFC FMP 1108D September 2015 (1)-Direct Option-Dividend Option
135410,HDFC FMP 1108D September 2015 (1)-Direct Option-Growth Option
135412,HDFC FMP 1108D September 2015 (1)-Direct Option-Quarterly Dividend Option
135408,HDFC FMP 1108D September 2015 (1)-Regular Option - Dividend Option
135409,HDFC FMP 1108D September 2015 (1)-Regular Option-Growth Option
135411,HDFC FMP 1108D September 2015 (1)-Regular Option-Quarterly Dividend Option
133193,HDFC FMP 1111D November 2014 (1) - Direct Option - Dividend Option
133188,HDFC FMP 1111D November 2014 (1) - Direct Option - Growth Option
133189,HDFC FMP 1111D November 2014 (1) - Direct Option - Quarterly Dividend Option
133190,HDFC FMP 1111D November 2014 (1) - Regular Option - Dividend Option
133191,HDFC FMP 1111D November 2014 (1) - Regular Option - Flexi Option
133194,HDFC FMP 1111D November 2014 (1) - Regular Option - Growth Option
133192,HDFC FMP 1111D November 2014 (1) - Regular Option - Quarterly Dividend Option
135844,HDFC FMP 1111D November 2015 (1) - Direct Option - Dividend Option
135839,HDFC FMP 1111D November 2015 (1) - Direct Option - Growth Option
135840,HDFC FMP 1111D November 2015 (1) - Direct Option - Quarterly Dividend Option
135842,HDFC FMP 1111D November 2015 (1) - Regular Option - Dividend Option
135841,HDFC FMP 1111D November 2015 (1) - Regular Option - Growth Option
135843,HDFC FMP 1111D November 2015 (1) - Regular Option - Quarterly Dividend Option
139896,HDFC FMP 1111D September 2016 (1)-Direct Option-Dividend Option
139895,HDFC FMP 1111D September 2016 (1)-Direct Option-Growth Option
139898,HDFC FMP 1111D September 2016 (1)-Direct Option-Quarterly Dividend Option
139894,HDFC FMP 1111D September 2016 (1)-Regular Option-Dividend Option
139893,HDFC FMP 1111D September 2016 (1)-Regular Option-Growth Option
139897,HDFC FMP 1111D September 2016 (1)-Regular Option-Quarterly Dividend Option
134938,HDFC FMP 1112D June 2015 (1)-Direct Option-Flexi Option
134935,HDFC FMP 1112D June 2015 (1)-Direct Option-Growth Option
134939,HDFC FMP 1112D June 2015 (1)-Direct Option-Normal Dividend Option
134940,HDFC FMP 1112D June 2015 (1)-Direct Option-Quarterly Dividend Option
134934,HDFC FMP 1112D June 2015 (1)-Regular Option-Flexi Option
134936,HDFC FMP 1112D June 2015 (1)-Regular Option-Growth Option
134941,HDFC FMP 1112D June 2015 (1)-Regular Option-Normal Dividend Option
134937,HDFC FMP 1112D June 2015 (1)-Regular Option-Quarterly Dividend Option
139513,HDFC FMP 1112D June 2016 (1) - Direct Option - Growth Option
139516,HDFC FMP 1112D June 2016 (1) - Regular Option - Dividend Option
139518,HDFC FMP 1112D June 2016 (1) - Regular Option - Growth Option
139515,HDFC FMP 1112D June 2016 (1) - Regular Option - Quarterly Dividend Option
131038,HDFC FMP 1113D August 2014 (1) - Direct Option - Dividend Option
131036,HDFC FMP 1113D August 2014 (1) - Direct Option - Flexi Option
131037,HDFC FMP 1113D August 2014 (1) - Direct Option - Growth Option
131039,HDFC FMP 1113D August 2014 (1) - Direct Option - Quarterly Dividend Option
131040,HDFC FMP 1113D August 2014 (1) - Regular Option - Dividend Option
131041,HDFC FMP 1113D August 2014 (1) - Regular Option - Flexi Option
131042,HDFC FMP 1113D August 2014 (1) - Regular Option - Growth Option
131035,HDFC FMP 1113D August 2014 (1) - Regular Option - Quarterly Dividend Option
139414,HDFC FMP 1113D June 2016 (1) - Direct Option - Dividend Option
139418,HDFC FMP 1113D June 2016 (1) - Direct Option - Growth Option
139419,HDFC FMP 1113D June 2016 (1) - Direct Option - Quarterly Dividend Option
139416,HDFC FMP 1113D June 2016 (1) - Regular Option - Dividend Option
139417,HDFC FMP 1113D June 2016 (1) - Regular Option - Growth Option
139415,HDFC FMP 1113D June 2016 (1) - Regular Option - Quarterly Dividend Option
133084,HDFC FMP 1113D November 2014 (1) - Direct Option - Dividend Option
133085,HDFC FMP 1113D November 2014 (1) - Direct Option - Flexi Option
133086,HDFC FMP 1113D November 2014 (1) - Direct Option - Growth Option
133087,HDFC FMP 1113D November 2014 (1) - Direct Option - Quarterly Dividend Option
133080,HDFC FMP 1113D November 2014 (1) - Regular Option - Dividend Option
133081,HDFC FMP 1113D November 2014 (1) - Regular Option - Flexi Option
133082,HDFC FMP 1113D November 2014 (1) - Regular Option - Growth Option
133083,HDFC FMP 1113D November 2014 (1) - Regular Option - Quarterly Dividend Option
132795,HDFC FMP 1113D October 2014 (1)-Direct Option-Dividend Option
132788,HDFC FMP 1113D October 2014 (1)-Direct Option-Growth Option
132789,HDFC FMP 1113D October 2014 (1)-Direct Option-Quarterly Dividend Option
132792,HDFC FMP 1113D October 2014 (1)-Regular Option-Dividend Option
132794,HDFC FMP 1113D October 2014 (1)-Regular Option-Flexi Option
132791,HDFC FMP 1113D October 2014 (1)-Regular Option-Growth Option
132793,HDFC FMP 1113D October 2014 (1)-Regular Option-Quarterly Dividend Option
139135,HDFC FMP 1114D MARCH 2016 (1) - Direct Option - Dividend Option
139131,HDFC FMP 1114D MARCH 2016 (1) - Direct Option - Growth Option
139132,HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Dividend Option
139133,HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Growth Option
139134,HDFC FMP 1114D MARCH 2016 (1) - Regular Option - Quarterly Dividend Option
133466,HDFC FMP 1115D JANUARY 2015(1) - DIRECT OPTION - DIVIDEND OPTION
133460,HDFC FMP 1115D JANUARY 2015(1) - DIRECT OPTION - GROWTH OPTION
133461,HDFC FMP 1115D JANUARY 2015(1) - DIRECT OPTION - QUARTERLY DIVIDEND OPTION
133462,HDFC FMP 1115D JANUARY 2015(1) - REGULAR OPTION - DIVIDEND OPTION
133463,HDFC FMP 1115D JANUARY 2015(1) - REGULAR OPTION - FLEXI OPTION
133464,HDFC FMP 1115D JANUARY 2015(1) - REGULAR OPTION - GROWTH OPTION
133465,HDFC FMP 1115D JANUARY 2015(1) - REGULAR OPTION - QUARTERLY DIVIDEND OPTION
134380,HDFC FMP 1115D March 2015 (1)-Direct Option-Dividend Option
134377,HDFC FMP 1115D March 2015 (1)-Direct Option-Flexi Option
134381,HDFC FMP 1115D March 2015 (1)-Direct Option-Growth Option
134379,HDFC FMP 1115D March 2015 (1)-Direct Option-Quarterly Dividend Option
134375,HDFC FMP 1115D March 2015 (1)-Regular Option-Dividend Option
134378,HDFC FMP 1115D March 2015 (1)-Regular Option-Flexi Option
134376,HDFC FMP 1115D March 2015 (1)-Regular Option-Growth Option
134382,HDFC FMP 1115D March 2015 (1)-Regular Option-Quarterly Dividend Option
130844,HDFC FMP 1116D JULY 2014(1) - Direct Option - Dividend Option
130843,HDFC FMP 1116D JULY 2014(1) - Direct Option - Flexi Option
130838,HDFC FMP 1116D JULY 2014(1) - Direct Option - Growth Option
130839,HDFC FMP 1116D JULY 2014(1) - Direct Option - Quarterly Dividend Option
130840,HDFC FMP 1116D JULY 2014(1) - Regular Option - Dividend Option
130841,HDFC FMP 1116D JULY 2014(1) - Regular Option - Flexi Option
130845,HDFC FMP 1116D JULY 2014(1) - Regular Option - Growth Option
130842,HDFC FMP 1116D JULY 2014(1) - Regular Option - Quarterly Dividend Option
117590,HDFC FMP 1120D June 2012 (1)-Dividend Option
117589,HDFC FMP 1120D June 2012 (1)-Growth Option
117591,HDFC FMP 1120D June 2012 (1)-Quarterly Dividend Option
139141,HDFC FMP 1120D MARCH 2016 (1) - Direct Option - Dividend Option
139139,HDFC FMP 1120D MARCH 2016 (1) - Direct Option - Growth Option
139137,HDFC FMP 1120D MARCH 2016 (1) - Regular Option - Dividend Option
139138,HDFC FMP 1120D MARCH 2016 (1) - Regular Option - Growth Option
130802,HDFC FMP 1123D July 2014 (1) - Direct Option - Dividend Option
130799,HDFC FMP 1123D July 2014 (1) - Direct Option - Flexi Option
130800,HDFC FMP 1123D July 2014 (1) - Direct Option - Growth Option
130801,HDFC FMP 1123D July 2014 (1) - Direct Option - Quarterly Dividend Option
130795,HDFC FMP 1123D July 2014 (1) - Regular Option - Dividend Option
130796,HDFC FMP 1123D July 2014 (1) - Regular Option - Flexi Option
130797,HDFC FMP 1123D July 2014 (1) - Regular Option - Growth Option
130798,HDFC FMP 1123D July 2014 (1) - Regular Option - Quarterly Dividend Option
131522,HDFC FMP 1125D SEPTEMBER 2014 (1) - Direct Option - Dividend Option
131517,HDFC FMP 1125D SEPTEMBER 2014 (1) - Direct Option - Flexi Option
131521,HDFC FMP 1125D SEPTEMBER 2014 (1) - Direct Option - Growth Option
131523,HDFC FMP 1125D SEPTEMBER 2014 (1) - Direct Option - Quarterly Dividend Option
131519,HDFC FMP 1125D SEPTEMBER 2014 (1) - Regular Option - Dividend Option
131520,HDFC FMP 1125D SEPTEMBER 2014 (1) - Regular Option - Flexi Option
131518,HDFC FMP 1125D SEPTEMBER 2014 (1) - Regular Option - Growth Option
131524,HDFC FMP 1125D SEPTEMBER 2014 (1) - Regular Option - Quarterly Dividend Option
135096,HDFC FMP 1126D July 2015 (1) - Direct Option - Dividend Option
135097,HDFC FMP 1126D July 2015 (1) - Direct Option - Growth Option
135098,HDFC FMP 1126D July 2015 (1) - Regular Option - Dividend Option
135099,HDFC FMP 1126D July 2015 (1) - Regular Option - Growth Option
135100,HDFC FMP 1126D July 2015 (1) - Regular Option - Quarterly Dividend Option
139459,HDFC FMP 1127D June 2016 (1) - Direct Option - Dividend Option
139458,HDFC FMP 1127D June 2016 (1) - Direct Option - Growth Option
139460,HDFC FMP 1127D June 2016 (1) - Direct Option - Quarterly Dividend Option
139456,HDFC FMP 1127D June 2016 (1) - Regular Option - Dividend Option
139461,HDFC FMP 1127D June 2016 (1) - Regular Option - Growth Option
139457,HDFC FMP 1127D June 2016 (1) - Regular Option - Quarterly Dividend Option
128800,HDFC FMP 1127D March 2014 (1) - Direct Option-Dividend Option
128801,HDFC FMP 1127D March 2014 (1) - Direct Option-Flexi Option
128802,HDFC FMP 1127D March 2014 (1) - Direct Option-Growth Option
128803,HDFC FMP 1127D March 2014 (1) - Direct Option-Quarterly Dividend Option
128804,HDFC FMP 1127D March 2014 (1) - Regular Option-Dividend Option
128805,HDFC FMP 1127D March 2014 (1) - Regular Option-Flexi Option
128806,HDFC FMP 1127D March 2014 (1) - Regular Option-Growth Option
128807,HDFC FMP 1127D March 2014 (1) - Regular Option-Quarterly Dividend Option
134755,HDFC FMP 1127D May 2015 (1) - Direct Option - Dividend Option
134762,HDFC FMP 1127D May 2015 (1) - Direct Option - Flexi Option
134756,HDFC FMP 1127D May 2015 (1) - Direct Option - Growth Option
134757,HDFC FMP 1127D May 2015 (1) - Direct Option - Quarterly Dividend Option
134758,HDFC FMP 1127D May 2015 (1) - Regular Option - Dividend Option
134759,HDFC FMP 1127D May 2015 (1) - Regular Option - Flexi Option
134760,HDFC FMP 1127D May 2015 (1) - Regular Option - Growth Option
134761,HDFC FMP 1127D May 2015 (1) - Regular Option - Quarterly Dividend Option
139383,HDFC FMP 1127D May 2016 (1)-Direct Option-Dividend Option
139385,HDFC FMP 1127D May 2016 (1)-Direct Option-Growth Option
139380,HDFC FMP 1127D May 2016 (1)-Regular Option-Dividend Option
139384,HDFC FMP 1127D May 2016 (1)-Regular Option-Growth Option
139382,HDFC FMP 1127D May 2016 (1)-Regular Option-Quarterly Dividend Option
139498,HDFC FMP 1128D June 2016 (1) - Direct Option - Dividend Option
139497,HDFC FMP 1128D June 2016 (1) - Direct Option - Growth Option
139499,HDFC FMP 1128D June 2016 (1) - Direct Option - Quarterly Dividend Option
139500,HDFC FMP 1128D June 2016 (1) - Regular Option - Dividend Option
139501,HDFC FMP 1128D June 2016 (1) - Regular Option - Growth Option
139502,HDFC FMP 1128D June 2016 (1) - Regular Option - Quarterly Dividend Option
134292,HDFC FMP 1128D March 2015 (1)-Direct Option-Dividend Option
134289,HDFC FMP 1128D March 2015 (1)-Direct Option-Growth Option
134290,HDFC FMP 1128D March 2015 (1)-Direct Option-Quarterly Dividend Option
134287,HDFC FMP 1128D March 2015 (1)-Regular Option Quarterly Dividend Option
134293,HDFC FMP 1128D March 2015 (1)-Regular Option-Dividend Option
134294,HDFC FMP 1128D March 2015 (1)-Regular Option-Growth Option
131426,HDFC FMP 1128D September 2014 (1)-Direct Plan-Dividend Option
131432,HDFC FMP 1128D September 2014 (1)-Direct Plan-Fexli Option
131427,HDFC FMP 1128D September 2014 (1)-Direct Plan-Growth Option
131428,HDFC FMP 1128D September 2014 (1)-Direct Plan-Quarterly Dividend Option
131431,HDFC FMP 1128D September 2014 (1)-Regular Plan-Dividend Option
131429,HDFC FMP 1128D September 2014 (1)-Regular Plan-Flexi Option
131433,HDFC FMP 1128D September 2014 (1)-Regular Plan-Growth Option
131430,HDFC FMP 1128D September 2014 (1)-Regular Plan-Quarterly Dividend Option
136439,HDFC FMP 1132D February 2016 (1) - Direct Option - Dividend Option
136441,HDFC FMP 1132D February 2016 (1) - Direct Option - Growth Option
136443,HDFC FMP 1132D February 2016 (1) - Regular Option - Dividend Option
136442,HDFC FMP 1132D February 2016 (1) - Regular Option - Growth Option
136444,HDFC FMP 1132D February 2016 (1) - Regular Option - Quarterly Dividend Option
135008,HDFC FMP 1134D July 2015 (1)-Direct Option-Dividend Option
135007,HDFC FMP 1134D July 2015 (1)-Direct Option-Growth Option
135009,HDFC FMP 1134D July 2015 (1)-Direct Option-Quarterly Dividend Option
135010,HDFC FMP 1134D July 2015 (1)-Regular Option-Dividend Option
135004,HDFC FMP 1134D July 2015 (1)-Regular Option-Growth Option
135005,HDFC FMP 1134D July 2015 (1)-Regular Option-Quarterly Dividend Option
131277,HDFC FMP 1134D September 2014 (1) - Direct Option - Dividend Option
131279,HDFC FMP 1134D September 2014 (1) - Direct Option - Flexi Option
131280,HDFC FMP 1134D September 2014 (1) - Direct Option - Growth Option
131281,HDFC FMP 1134D September 2014 (1) - Direct Option - Quarterly Dividend Option
131282,HDFC FMP 1134D September 2014 (1) - Regular Option - Dividend Option
131278,HDFC FMP 1134D September 2014 (1) - Regular Option - Flexi Option
131283,HDFC FMP 1134D September 2014 (1) - Regular Option - Growth Option
131284,HDFC FMP 1134D September 2014 (1) - Regular Option - Quarterly Dividend Option
134197,HDFC FMP 1135D March 2015 (1)-Direct Option-Dividend Option
134198,HDFC FMP 1135D March 2015 (1)-Direct Option-Growth Option
134201,HDFC FMP 1135D March 2015 (1)-Direct Option-Quarterly Dividend Option
134204,HDFC FMP 1135D March 2015 (1)-Regular Option-Dividend Option
134199,HDFC FMP 1135D March 2015 (1)-Regular Option-Flexi Option
134203,HDFC FMP 1135D March 2015 (1)-Regular Option-Growth Option
134200,HDFC FMP 1135D March 2015 (1)-Regular Option-Quarterly Dividend Option
139087,HDFC FMP 1140D March 2016 (1) - Direct Option -  Quarterly Dividend Option
139085,HDFC FMP 1140D March 2016 (1) - Direct Option - Dividend Option
139086,HDFC FMP 1140D March 2016 (1) - Direct Option - Growth Option
139089,HDFC FMP 1140D March 2016 (1) - Regular Option - Growth Option
139090,HDFC FMP 1140D March 2016 (1) - Regular Option - Quarterly Dividend Option
139088,HDFC FMP 1140D March 2016 (1) - Regular Option- Dividend Option
135137,HDFC FMP 1141D July 2015 (1)-Direct Option-Dividend Option
135138,HDFC FMP 1141D July 2015 (1)-Direct Option-Growth Option
135141,HDFC FMP 1141D July 2015 (1)-Direct Option-Quarterly Dividend Option
135140,HDFC FMP 1141D July 2015 (1)-Regular Option-Dividend Option
135139,HDFC FMP 1141D July 2015 (1)-Regular Option-Growth Option
135142,HDFC FMP 1141D July 2015 (1)-Regular Option-Quarterly Dividend Option
123200,HDFC FMP 1143D July 2013 (1)-Direct Option-Dividend Option
123199,HDFC FMP 1143D July 2013 (1)-Direct Option-Flexi Option
123203,HDFC FMP 1143D July 2013 (1)-Direct Option-Growth Option
123201,HDFC FMP 1143D July 2013 (1)-Direct Option-Quarterly Dividend Option
123196,HDFC FMP 1143D July 2013 (1)-Regular Option-Dividend Option
123198,HDFC FMP 1143D July 2013 (1)-Regular Option-Flexi Option
123202,HDFC FMP 1143D July 2013 (1)-Regular Option-Growth Option
123197,HDFC FMP 1143D July 2013 (1)-Regular Option-Quarterly Dividend Option
136253,HDFC FMP 1148D February 2016 (1) - Direct Option - Dividend Option
136250,HDFC FMP 1148D February 2016 (1) - Regular Option - Dividend Option
136251,HDFC FMP 1148D February 2016 (1) - Regular Option - Growth Option
136252,HDFC FMP 1148D February 2016 (1) - Regular Option - Quarterly Dividend Option
136254,HDFC FMP 1148D February 2016 (1) Direct Option - Growth Option
136255,HDFC FMP 1148D February 2016 (1) Direct Option - Quarterly Dividend Option
136387,HDFC FMP 1148D February 2016 (2)-Direct Option-Growth Option
136389,HDFC FMP 1148D February 2016 (2)-Direct Option-Quarterly Dividend Option
136388,HDFC FMP 1148D February 2016 (2)-Regular Option-Dividend Option
136384,HDFC FMP 1148D February 2016 (2)-Regular Option-Growth Option
136385,HDFC FMP 1148D February 2016 (2)-Regular Option-Quarterly Dividend Option
140702,HDFC FMP 1150D February 2017 (1) - Direct Option - Dividend Option
140701,HDFC FMP 1150D February 2017 (1) - Direct Option - Growth Option
140703,HDFC FMP 1150D February 2017 (1) - Direct Option - Quarterly Dividend Option
140699,HDFC FMP 1150D February 2017 (1) - Regular Option - Dividend Option
140704,HDFC FMP 1150D February 2017 (1) - Regular Option - Growth Option
140700,HDFC FMP 1150D February 2017 (1) - Regular Option - Quarterly Dividend Option
139311,HDFC FMP 1153D April 2016 (1) - Direct Option - Dividend Option
139312,HDFC FMP 1153D April 2016 (1) - Direct Option - Growth Option
139315,HDFC FMP 1153D April 2016 (1) - Direct Option - Quarterly Dividend Option
139313,HDFC FMP 1153D April 2016 (1) - Regular Option - Dividend Option
139316,HDFC FMP 1153D April 2016 (1) - Regular Option - Growth Option
139314,HDFC FMP 1153D April 2016 (1) - Regular Option - Quarterly Dividend Option
136164,HDFC FMP 1155D February 2016 (1) - Direct Option - Dividend Option
136162,HDFC FMP 1155D February 2016 (1) - Direct Option - Growth Option
136163,HDFC FMP 1155D February 2016 (1) - Direct Option - Quarterly Dividend Option
136159,HDFC FMP 1155D February 2016 (1) - Regular Option - Dividend Option
136160,HDFC FMP 1155D February 2016 (1) - Regular Option - Growth Option
136161,HDFC FMP 1155D February 2016 (1) - Regular Option - Quarterly Dividend Option
140718,HDFC FMP 1155D February 2017 (1) - Direct Option - Dividend Option
140717,HDFC FMP 1155D February 2017 (1) - Direct Option - Growth Option
140719,HDFC FMP 1155D February 2017 (1) - Direct Option - Quarterly Dividend Option
140716,HDFC FMP 1155D February 2017 (1) - Regular Option - Dividend Option
140715,HDFC FMP 1155D February 2017 (1) - Regular Option - Growth Option
140720,HDFC FMP 1155D February 2017 (1) - Regular Option - Quarterly Dividend Option
133904,HDFC FMP 1157D February 2015 (1)-Direct Option-Dividend Option
133907,HDFC FMP 1157D February 2015 (1)-Direct Option-Flexi Option
133906,HDFC FMP 1157D February 2015 (1)-Direct Option-Growth Option
133901,HDFC FMP 1157D February 2015 (1)-Regular Option-Dividend Option
133903,HDFC FMP 1157D February 2015 (1)-Regular Option-Flexi Option
133900,HDFC FMP 1157D February 2015 (1)-Regular Option-Growth Option
133902,HDFC FMP 1157D February 2015 (1)-Regular Option-QuarterlyDividend Option
136288,HDFC FMP 1161D February 2016 (1)-Direct Option-Dividend Option
136292,HDFC FMP 1161D February 2016 (1)-Direct Option-Growth Option
136289,HDFC FMP 1161D February 2016 (1)-Direct Option-Quarterly Dividend Option
136290,HDFC FMP 1161D February 2016 (1)-Regular Option-Dividend Option
136291,HDFC FMP 1161D February 2016 (1)-Regular Option-Growth Option
136293,HDFC FMP 1161D February 2016 (1)-Regular Option-Quarterly Dividend Option
139611,HDFC FMP 1161D July 2016 (1) - Direct Option - Dividend Option
139608,HDFC FMP 1161D July 2016 (1) - Direct Option - Growth Option
139607,HDFC FMP 1161D July 2016 (1) - Direct Option - Quarterly Dividend Option
139606,HDFC FMP 1161D July 2016 (1) - Regular Option - Dividend Option
